SpecimenID,SampleID,SpeciesID,CPartPicked,CPartTotal,Cpt5,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,CExtra,FPartPicked,FPartTotal,Fpt5,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,FExtra,Notes,Reference,Timestamp,CSubsample,FSubsample
121,32,MITE,1,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
122,32,SIML,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
123,32,NEMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,15,300,,8,19,,,,,,,,,,,,,,,,FALSE,6/28/2018,FALSE,FALSE
125,32,ELML,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
126,32,HYDL,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
127,32,CHIL,1,1,0,7.27,36.36,40,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,0,7,17,5,1,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
128,32,EMPL,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
129,33,OLIG,1,1,0,0,9.1,19.71,13.65,3.03,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,300,3.2,19.2,16,9.6,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
130,33,NZMS,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
131,33,MITE,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
132,33,GAMM,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
133,33,NEMA,1,1,1,1,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
134,33,ELML,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
135,33,HYDL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
136,33,CHIL,1,1,0,0,9.33,24.27,13.07,9.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,0,20,21.67,8.33,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
137,33,COPE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
138,34,OLIG,1,1,0,27.47,41.2,34.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,300,0,8.71,17.42,14.52,2.9,0,1.45,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
139,34,NZMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,300,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
140,34,MITE,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,300,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
141,34,GAMM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
142,34,NEMA,1,1,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,60,300,,3,4,,,,,,,,,,,,,,,,FALSE,6/28/2018,FALSE,FALSE
144,34,ELML,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
145,34,HYDL,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
146,34,CHIL,1,1,0,5.6,9.33,16.8,9.33,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,300,0,5.5,16.5,22,5.5,5.5,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
147,34,COPE,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
148,34,CERL,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
149,35,OLIG,1,8,0,7.74,19.35,9.03,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,300,2.6,33.8,33.8,7.8,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
150,35,NZMS,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
151,35,MITE,1,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
152,35,NEMA,1,8,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,300,,1,1,,,,,,,,,,,,,,,,FALSE,6/28/2018,FALSE,FALSE
154,35,ELML,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
155,35,HYDL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
156,35,CHIL,1,8,0,0,3.3,6.6,16.5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,300,0,5.6,14,18.2,2.8,1.4,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
157,35,CERL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,300,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
158,36,OLIG,1,1,2.68,24.16,26.84,32.21,2.68,3.68,5.37,0,2.68,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,400,3.47,27.73,58.93,10.4,3.47,0,0,0,0,0,0,0,0,0,0,0,0,Originally ID'd as Annelida.,FALSE,6/18/2018,FALSE,FALSE
159,36,NZMS,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
160,36,MITE,1,1,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,400,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
162,36,NEMA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
163,36,ELML,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
164,36,HYDL,1,1,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
165,36,CHIL,1,1,0,0,5.83,69.95,29.15,87.44,46.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,400,0,21.33,29.87,46.93,17.07,8.53,4.27,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
166,36,INSM,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
167,36,CERL,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
168,36,EMPL,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
169,37,OLIG,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
170,37,MITE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
171,37,SIML,1,1,0,0,0,26.1,52.2,5.8,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,0,0,12,8,1,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
172,37,NEMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
173,37,HYDL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
174,37,CHIL,1,1,0,11.42,7.61,26.65,22.84,30.45,15.23,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,300,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
175,38,OLIG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,4,11,7,0,1,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
176,38,NZMS,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
177,38,MITE,1,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
178,38,GAMM,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
179,38,SIML,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
180,38,OSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
181,38,NEMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
182,38,CHIL,1,1,0,0,9.87,29.6,44.4,54.27,9.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,6,14,5,2,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
183,38,COPE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
184,38,DAPH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
185,41,NOBU,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
186,48,OLIG,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,250,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
187,48,NZMS,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,250,500,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
188,48,SIML,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
189,48,NEMA,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
190,48,ELML,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
191,48,CHIL,1,1,0,0,2,9,23,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,250,500,0,2,4,13,5,2,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
192,49,CHIL,1,1,0,0,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,3,7,4,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
193,49,CHIP,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
194,50,OLIG,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
195,50,NZMS,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
196,50,GAMM,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
197,50,SIML,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
198,50,CHIL,1,1,0,0,0,3,3,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
199,51,NZMS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
200,51,MITE,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
201,51,SIML,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
202,51,NEMA,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
203,51,CHIL,1,1,0,0,0,0,11,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,11,6,2,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
204,52,OLIG,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
205,52,NZMS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
206,52,SIML,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
207,52,NEMA,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
208,52,CHIL,1,1,0,0,0,3,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,18,9,2,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
209,53,OLIG,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.22,64.79,137.61,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,Originally ID'd as Annelida.,FALSE,6/18/2018,FALSE,FALSE
210,53,NZMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,15.4,20.35,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
211,53,MITE,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
212,53,GAMM,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
213,53,SIML,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
214,53,OSTR,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
215,53,PLAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,11.11,33.33,22.22,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
217,53,NEMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,6.16,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
218,53,HYDL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
219,53,CHIL,1,2,0,0,1,6,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,91.96,114.18,66.66,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
220,54,OLIG,90,300,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
221,54,NZMS,90,300,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
222,54,GAMM,90,300,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
223,54,PLAN,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
224,54,CHIL,90,300,1,6,6,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
225,54,DAPH,90,300,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
226,55,CHIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
227,56,NEMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
228,56,CHIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,3,1,2,4,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
229,57,CHIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,5,7,7,1,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
230,58,OLIG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
